Item Description,Item #,Inv Date,UOM ,Qty ,Sum of extprice,
,,21-Apr-16,5 #,5,$39.95,FL
,,11-Apr-16,5 #,3,$36.72,FL
,,11-Apr-16,CS,1,$39.95,FL
,,25-Apr-16,5 #,2,$15.98,FL
,,25-Apr-16,CS,1,$22.95,FL
,,18-Apr-16,5 #,4,$48.96,FL
,,04-Apr-16,5 #,2,$19.22,FL
,,05-Apr-16,5 #,7,$67.27,FL
,,19-Apr-16,5 #,5,$39.95,FL
,,26-Apr-16,5 #,3,$23.97,FL
,,26-Apr-16,CS,1,$22.95,FL
,,12-Apr-16,5 #,5,$61.20,FL
PEPPER GREEN LARGE 1-1/9 BU Total,,,,57,$626.00,
PEPPER RED 1-1/9 BU,2870,14-Apr-16,2 #,1,$5.15,MEXICO
,,21-Apr-16,2 #,1,$4.55,MEXICO
,,18-Apr-16,2 #,1,$5.15,MEXICO
,,05-Apr-16,2 #,1,$5.15,MEXICO
PEPPER RED 1-1/9 BU Total,,,,4,$20.00,
POTATOES IDAHO 100 CT CARTON,4310B,25-Apr-16,CS,1,$18.85,ID
POTATOES IDAHO 100 CT CARTON Total,,,,1,$18.85,
SALAD SEPARATE W/COLOR 4/5 LB,6340,28-Apr-16,EA,3,$20.58,CA
,,14-Apr-16,EA,1,$6.86,CA
SALAD SEPARATE W/COLOR 4/5 LB Total,,,,4,$27.44,
SPINACH 4/2.5 LB,2320S,11-Apr-16,CS,24,$436.80,CA
SPINACH 4/2.5 LB Total,,,,24,$436.80,
KIWI TRAY 27/36,1780,28-Apr-16,CS,3,$44.85,ITALY
,,14-Apr-16,CS,1,$13.45,ITALY
,,21-Apr-16,CS,1,$14.45,ITALY
,,11-Apr-16,CS,86,"$1,156.70",ITALY
,,12-Apr-16,CS,1,$13.45,ITALY
KIWI TRAY 27/36 Total,,,,92,"$1,242.90",
APPLES RED 125-138 SCH,1372S,07-Apr-16,CS,30,$883.50,WA
,,28-Apr-16,CS,34,"$1,171.30",WA
,,14-Apr-16,CS,30,$898.50,WA
,,21-Apr-16,CS,25,$748.75,WA
,,11-Apr-16,CS,23,$688.85,WA
,,25-Apr-16,CS,22,$757.90,WA
,,18-Apr-16,CS,23,$688.85,WA
,,04-Apr-16,CS,21,$618.45,WA
,,05-Apr-16,CS,36,"$1,060.20",WA
,,19-Apr-16,CS,36,"$1,078.20",WA
,,26-Apr-16,CS,38,"$1,309.10",WA
,,12-Apr-16,CS,33,$988.35,WA
APPLES RED 125-138 SCH Total,,,,351,"$10,891.95",
BERRIES STRAW  8/1 LB,1580,11-Apr-16,CS,19,$379.05,CA
,,25-Apr-16,CS,42,$795.90,CA
BERRIES STRAW  8/1 LB Total,,,,61,"$1,174.95",
CABBAGE GRN 4/5 W/SEP COLOR SCH,6040S,07-Apr-16,EACH,9,$59.49,CA
,,28-Apr-16,EACH,7,$47.18,CA
,,11-Apr-16,CS,1,$18.37,CA
,,11-Apr-16,EACH,6,$41.04,CA
,,05-Apr-16,EACH,2,$13.22,CA
,,12-Apr-16,CS,1,$18.37,CA
,,12-Apr-16,EACH,9,$61.56,CA
CABBAGE GRN 4/5 W/SEP COLOR SCH Total,,,,35,$259.23,
CABBAGE RED CTN 14-20 CT,2550,25-Apr-16,CS,22,$438.90,NC
CABBAGE RED CTN 14-20 CT Total,,,,22,$438.90,
CANTALOUPE 50/2 OZ,6109,18-Apr-16,CS,62,"$1,794.90",FL
CANTALOUPE 50/2 OZ Total,,,,62,"$1,794.90",
CELERY  50/2 OZ,6108,18-Apr-16,CS,63,"$1,833.93",CA
CELERY  50/2 OZ Total,,,,63,"$1,833.93",
GRAPES GREEN SEEDLESS SCH,1760S,11-Apr-16,CS,1,$42.95,CHILE
,,25-Apr-16,CS,1,$42.95,CHILE
,,18-Apr-16,CS,38,"$1,632.10",CHILE
,,04-Apr-16,CS,2,$82.90,CHILE
,,12-Apr-16,CS,4,$171.80,CHILE
GRAPES GREEN SEEDLESS SCH Total,,,,46,"$1,972.70",
GRAPES RED SEEDLESS SCH,1750S,07-Apr-16,CS,2,$61.90,CHILE
,,14-Apr-16,CS,3,$94.35,CHILE
,,11-Apr-16,2 #,7,$43.26,CHILE
,,11-Apr-16,CS,6,$188.70,CHILE
,,25-Apr-16,CS,4,$125.80,CHILE
,,18-Apr-16,CS,3,$94.35,CHILE
,,04-Apr-16,CS,3,$92.85,CHILE
,,05-Apr-16,CS,2,$61.90,CHILE
,,19-Apr-16,CS,2,$62.90,CHILE
,,26-Apr-16,CS,2,$62.90,CHILE
,,12-Apr-16,CS,2,$62.90,CHILE
GRAPES RED SEEDLESS SCH Total,,,,36,$951.81,
HONEYDEW 50/2 OZ,6131,11-Apr-16,CS,72,"$1,796.40",FL
HONEYDEW 50/2 OZ Total,,,,72,"$1,796.40",
"LETTUCE 1/8"" SHRED 4/5 LB SCH",6180S,07-Apr-16,EACH,9,$66.87,CA
,,28-Apr-16,CS,2,$42.18,CA
,,28-Apr-16,EACH,7,$54.11,CA
,,14-Apr-16,CS,2,$42.18,CA
,,14-Apr-16,EACH,9,$69.57,CA
,,21-Apr-16,EACH,7,$54.11,CA
,,11-Apr-16,EACH,1,$7.73,CA
,,04-Apr-16,EACH,2,$14.86,CA
,,05-Apr-16,CS,1,$19.95,CA
,,05-Apr-16,EACH,2,$14.86,CA
,,19-Apr-16,EACH,2,$15.46,CA
,,26-Apr-16,EACH,3,$23.19,CA
,,12-Apr-16,CS,1,$21.09,CA
,,12-Apr-16,EACH,1,$7.73,CA
"LETTUCE 1/8"" SHRED 4/5 LB SCH Total",,,,49,$453.89,
NECTARINES 84 VF,1972,27-Apr-16,CS,12,$335.40,CA
,,26-Apr-16,CS,34,$950.30,CA
NECTARINES 84 VF Total,,,,46,"$1,285.70",
OKRA 15 LB,2750,18-Apr-16,CS,30,$718.50,GA
OKRA 15 LB Total,,,,30,$718.50,
ORANGES 113-138 SCH,1690S,07-Apr-16,CS,36,$682.20,CA
,,28-Apr-16,CS,45,$852.75,CA
,,14-Apr-16,CS,30,$598.50,CA
,,21-Apr-16,CS,25,$473.75,CA
,,11-Apr-16,CS,31,$618.45,CA
,,25-Apr-16,CS,29,$549.55,CA
,,18-Apr-16,CS,31,$617.45,CA
,,04-Apr-16,CS,27,$511.65,CA
,,05-Apr-16,CS,35,$663.25,CA
,,19-Apr-16,CS,35,$663.25,CA
,,26-Apr-16,CS,34,$644.30,CA
,,12-Apr-16,CS,34,$678.30,CA
ORANGES 113-138 SCH Total,,,,392,"$7,553.40",
PEACHES VF 72,1877,27-Apr-16,CS,7,$237.65,CA
,,26-Apr-16,CS,9,$305.55,CA
PEACHES VF 72 Total,,,,16,$543.20,
PLUMS RED VF,1967,04-Apr-16,CS,80,"$1,876.00",CHILE
PLUMS RED VF Total,,,,80,"$1,876.00",
POTATO RED B SIZE #2  BAG 50 LB,4490,04-Apr-16,CS,18,$305.10,FL
POTATO RED B SIZE #2  BAG 50 LB Total,,,,18,$305.10,
RADISH RED 30/6 OZ,3005,04-Apr-16,CS,36,$754.20,FL
RADISH RED 30/6 OZ Total,,,,36,$754.20,
ROMAINE CHOPPED 6/2 LB SCH,6300S,07-Apr-16,CS,8,$175.60,CA
,,28-Apr-16,CS,9,$188.55,CA
,,14-Apr-16,CS,7,$146.65,CA
,,21-Apr-16,CS,7,$146.65,CA
,,04-Apr-16,CS,2,$43.90,CA
ROMAINE CHOPPED 6/2 LB SCH Total,,,,33,$701.35,
TOMATOES 6X6 25 LB SCH,5880S,07-Apr-16,5 #,9,$86.49,FL
,,07-Apr-16,CS,1,$29.45,FL
,,28-Apr-16,5 #,9,$63.99,FL
,,28-Apr-16,CS,2,$38.90,FL
,,14-Apr-16,5 #,6,$57.66,FL
,,14-Apr-16,CS,3,$88.35,FL
,,21-Apr-16,5 #,8,$56.88,FL
,,11-Apr-16,CS,2,$58.90,FL
,,25-Apr-16,5 #,3,$21.33,FL
,,25-Apr-16,CS,3,$58.35,FL
,,18-Apr-16,CS,3,$78.35,FL
,,04-Apr-16,5 #,3,$28.83,FL
,,04-Apr-16,CS,2,$58.90,FL
,,05-Apr-16,5 #,7,$67.27,FL
,,05-Apr-16,CS,3,$88.35,FL
,,19-Apr-16,5 #,8,$56.88,FL
,,19-Apr-16,CS,2,$38.90,FL
,,26-Apr-16,5 #,8,$56.88,FL
,,26-Apr-16,CS,1,$19.45,FL
,,12-Apr-16,5 #,4,$38.44,FL
TOMATOES 6X6 25 LB SCH Total,,,,87,"$1,092.55",
TOMATOES CHERRY 12/1 PINT SCH,5820S,07-Apr-16,CS,3,$47.85,FL
,,28-Apr-16,CS,2,$31.90,FL
,,21-Apr-16,CS,3,$47.85,FL
,,11-Apr-16,CS,2,$31.90,FL
,,25-Apr-16,CS,4,$63.80,FL
,,18-Apr-16,CS,2,$31.90,FL
,,04-Apr-16,CS,3,$47.85,FL
,,05-Apr-16,EACH,1,$3.85,FL
,,26-Apr-16,EACH,1,$3.85,FL
,,12-Apr-16,CS,4,$63.80,FL
,,12-Apr-16,EACH,1,$3.85,FL
TOMATOES CHERRY 12/1 PINT SCH Total,,,,26,$378.40,
TOMATOES GRAPE 12/1 PINT SCH,5840S,07-Apr-16,CS,1,$29.45,FL
,,28-Apr-16,CS,3,$44.85,FL
,,14-Apr-16,CS,1,$25.95,FL
,,14-Apr-16,EACH,4,$17.64,FL
,,21-Apr-16,CS,1,$14.95,FL
,,21-Apr-16,EACH,6,$21.00,FL
,,11-Apr-16,CS,1,$25.95,FL
,,25-Apr-16,CS,3,$44.85,FL
,,18-Apr-16,CS,3,$77.85,FL
,,04-Apr-16,CS,2,$58.90,FL
,,12-Apr-16,CS,1,$25.95,FL
TOMATOES GRAPE 12/1 PINT SCH Total,,,,26,$387.34,
TOMATOES ROMA 25 LB,5850,11-Apr-16,CS,23,$447.35,FL
TOMATOES ROMA 25 LB Total,,,,23,$447.35,
CARROTS BABY PEELED 30/1 LB SCH,2570S,07-Apr-16,EACH,9,$28.26,CA
,,28-Apr-16,EACH,3,$9.57,CA
,,14-Apr-16,CS,2,$52.90,CA
,,21-Apr-16,CS,1,$26.45,CA
,,11-Apr-16,CS,1,$26.45,CA
,,11-Apr-16,EACH,3,$9.57,CA
,,25-Apr-16,CS,2,$52.90,CA
,,25-Apr-16,EACH,6,$19.14,CA
,,18-Apr-16,CS,1,$26.45,CA
,,18-Apr-16,EACH,9,$28.71,CA
,,04-Apr-16,CS,1,$24.95,CA
,,04-Apr-16,EACH,6,$18.84,CA
,,05-Apr-16,CS,1,$24.95,CA
,,05-Apr-16,EACH,17,$53.38,CA
,,26-Apr-16,CS,1,$26.45,CA
,,26-Apr-16,EACH,20,$63.80,CA
CARROTS BABY PEELED 30/1 LB SCH Total,,,,83,$492.77,
CILANTRO 10/3 CT,5240,07-Apr-16,3 EA,3,$12.75,MEXICO
,,28-Apr-16,3 EA,3,$12.75,MEXICO
,,14-Apr-16,3 EA,2,$8.20,MEXICO
,,21-Apr-16,3 EA,2,$8.20,MEXICO
,,11-Apr-16,3 EA,2,$8.20,MEXICO
,,25-Apr-16,3 EA,3,$12.75,MEXICO
,,04-Apr-16,3 EA,1,$4.25,MEXICO
,,05-Apr-16,3 EA,1,$4.25,MEXICO
,,19-Apr-16,3 EA,2,$8.20,MEXICO
,,26-Apr-16,3 EA,3,$12.75,MEXICO
,,12-Apr-16,3 EA,2,$8.20,MEXICO
CILANTRO 10/3 CT Total,,,,24,$100.50,
PEARS BARTLETT 80/90,1880,07-Apr-16,CS,2,$83.90,WA
,,14-Apr-16,CS,1,$35.45,WA
,,11-Apr-16,CS,1,$35.45,WA
,,04-Apr-16,CS,1,$41.95,WA
,,05-Apr-16,CS,1,$41.95,WA
,,12-Apr-16,CS,1,$35.45,WA
PEARS BARTLETT 80/90 Total,,,,7,$274.15,
CELERY STICKS 4/5 LB SCH,6110S,07-Apr-16,CS,1,$34.45,CA
,,28-Apr-16,CS,1,$26.45,CA
,,25-Apr-16,CS,1,$26.45,CA
,,25-Apr-16,EACH,6,$53.16,CA
,,18-Apr-16,EACH,8,$70.88,CA
,,04-Apr-16,CS,1,$34.45,CA
,,04-Apr-16,EACH,6,$65.16,CA
,,05-Apr-16,EACH,2,$21.72,CA
CELERY STICKS 4/5 LB SCH Total,,,,26,$332.72,
SALAD SEPARTE W/COLOR 4/5 LB SCH,6340S,07-Apr-16,CS,2,$39.90,CA
,,21-Apr-16,CS,1,$20.75,CA
SALAD SEPARTE W/COLOR 4/5 LB SCH Total,,,,3,$60.65,
ROM/ICE BLEND W/COLOR 4/5 LB SCH,6290S,28-Apr-16,EACH,1,$8.48,CA
,,14-Apr-16,EACH,1,$8.48,CA
ROM/ICE BLEND W/COLOR 4/5 LB SCH Total,,,,2,$16.96,
POTATOES IDAHO 090 CT,4309,21-Apr-16,CS,1,$18.85,ID
POTATOES IDAHO 090 CT Total,,,,1,$18.85,
ROMAINE LINER 24 CT,2270,28-Apr-16,CS,1,$20.95,CA
ROMAINE LINER 24 CT Total,,,,1,$20.95,
HONEYDEW 5/6 CT SCH,1820S,07-Apr-16,CS,1,$15.95,FL
HONEYDEW 5/6 CT SCH Total,,,,1,$15.95,
CARROTS PETITE PEELED 4/5 LB SCH,2620S,26-Apr-16,EA,1,$8.02,CA
CARROTS PETITE PEELED 4/5 LB SCH Total,,,,1,$8.02,
APPLES GRANNY SMITH 125,1215,05-May-16,CS,19,$607.05,WA
,,12-May-16,CS,12,$377.16,WA
,,09-May-16,CS,11,$345.73,WA
,,02-May-16,CS,7,$223.65,WA
,,03-May-16,CS,26,$830.70,WA
,,10-May-16,CS,24,$754.32,WA
APPLES GRANNY SMITH 125 Total,,,,99,"$3,138.61",
BANANAS IP 150 CT,1502,05-May-16,CS,15,$321.75,HONDURAS
,,12-May-16,CS,14,$300.30,HONDURAS
,,19-May-16,CS,12,$257.40,HONDURAS
,,26-May-16,CS,18,$386.10,HONDURAS
,,09-May-16,CS,28,$600.60,HONDURAS
,,31-May-16,CS,30,$643.50,HONDURAS
,,02-May-16,CS,27,$579.15,HONDURAS
,,23-May-16,CS,27,$579.15,HONDURAS
,,16-May-16,CS,27,$579.15,HONDURAS
,,03-May-16,CS,22,$471.90,HONDURAS
,,10-May-16,CS,23,$493.35,HONDURAS
,,17-May-16,CS,20,$429.00,HONDURAS
,,24-May-16,CS,18,$386.10,HONDURAS
,,27-May-16,CS,1,$21.45,HONDURAS
BANANAS IP 150 CT Total,,,,282,"$6,048.90",
BANANAS No 1 PREMIUM 40 LB GT,1505,31-May-16,CS,1,$21.45,HONDURAS
BANANAS No 1 PREMIUM 40 LB GT Total,,,,1,$21.45,
BERRIES BLUE 12/6 OZ,1549,02-May-16,CS,39,"$1,811.55",FL
,,10-May-16,CS,2,$45.90,FL
,,17-May-16,CS,1,$19.45,FL
BERRIES BLUE 12/6 OZ Total,,,,42,"$1,876.90",
BERRIES STRAW DRISCOLL 8/1 LB,1570,05-May-16,CS,2,$56.90,CA
,,12-May-16,CS,2,$49.90,CA
,,19-May-16,CS,2,$42.90,CA
,,26-May-16,CS,2,$40.90,CA
,,09-May-16,CS,2,$49.90,CA
,,31-May-16,CS,1,$20.95,CA
,,03-May-16,CS,3,$85.35,CA
,,10-May-16,CS,4,$99.80,CA
,,17-May-16,CS,3,$64.35,CA
,,24-May-16,CS,4,$81.80,CA
BERRIES STRAW DRISCOLL 8/1 LB Total,,,,25,$592.75,
BROCCOLI FLORETS---4/3 LB---,2506,05-May-16,CS,1,$24.63,CA
,,05-May-16,EA,3,$25.23,CA
,,12-May-16,CS,3,$80.10,CA
,,12-May-16,EA,7,$62.51,CA
,,19-May-16,CS,1,$26.70,CA
,,19-May-16,EA,5,$44.65,CA
,,26-May-16,CS,3,$80.10,CA
,,26-May-16,EA,6,$53.58,CA
,,09-May-16,CS,8,$213.60,CA
,,09-May-16,EA,4,$35.72,CA
,,31-May-16,CS,2,$50.76,CA
,,31-May-16,EA,16,$137.60,CA
,,02-May-16,CS,4,$98.52,CA
,,02-May-16,EA,2,$16.82,CA
,,23-May-16,CS,5,$133.50,CA
,,23-May-16,EA,9,$80.37,CA
,,16-May-16,CS,3,$80.10,CA
,,16-May-16,EA,8,$71.44,CA
,,03-May-16,CS,2,$49.26,CA
,,03-May-16,EA,6,$50.46,CA
,,10-May-16,CS,4,$106.80,CA
,,10-May-16,EA,6,$53.58,CA
,,17-May-16,CS,6,$160.20,CA
,,17-May-16,EA,5,$44.65,CA
,,24-May-16,CS,3,$80.10,CA
,,24-May-16,EA,6,$53.58,CA
BROCCOLI FLORETS---4/3 LB--- Total,,,,128,"$1,914.56",
CANTALOUPE 12 CT,1800,31-May-16,CS,1,$20.45,GUATEMALA
CANTALOUPE 12 CT Total,,,,1,$20.45,
CARROT STICKS 4/5 LB,6060,05-May-16,EA,1,$12.30,CA
,,26-May-16,EA,1,$12.24,CA
,,10-May-16,EA,1,$12.48,CA
CARROT STICKS 4/5 LB Total,,,,3,$37.02,
CARROTS 100/2 OZ,6085,05-May-16,CS,4,$79.12,CA
,,12-May-16,CS,8,$158.48,CA
,,26-May-16,CS,8,$167.60,CA
,,09-May-16,CS,8,$158.48,CA
,,31-May-16,CS,8,$175.20,CA
,,02-May-16,CS,6,$118.68,CA
,,23-May-16,CS,4,$83.80,CA
,,16-May-16,CS,7,$139.65,CA
,,03-May-16,CS,9,$178.02,CA
,,10-May-16,CS,5,$99.05,CA
,,17-May-16,CS,12,$239.40,CA
,,24-May-16,CS,7,$146.65,CA
CARROTS 100/2 OZ Total,,,,86,"$1,744.13",
CARROTS BABY PEELED 30/1 LB,2570,31-May-16,EACH,2,$6.48,CA
CARROTS BABY PEELED 30/1 LB Total,,,,2,$6.48,
CARROTS MATCHSTICK SHRED 4/5 LB,6080,05-May-16,EACH,5,$34.95,CA
,,12-May-16,EACH,3,$23.22,CA
,,19-May-16,EACH,6,$54.66,CA
,,26-May-16,EACH,4,$36.96,CA
,,09-May-16,CS,2,$43.90,CA
,,31-May-16,CS,1,$28.67,CA
,,31-May-16,EACH,5,$47.10,CA
,,02-May-16,CS,3,$56.85,CA
,,02-May-16,EACH,1,$6.99,CA
,,23-May-16,EACH,1,$9.24,CA
,,16-May-16,CS,1,$27.45,CA
,,16-May-16,EACH,3,$27.33,CA
,,03-May-16,EACH,5,$34.95,CA
,,10-May-16,EACH,4,$30.96,CA
,,17-May-16,EACH,7,$63.77,CA
,,24-May-16,EACH,7,$64.68,CA
CARROTS MATCHSTICK SHRED 4/5 LB Total,,,,58,$591.68,
CELERY SLEEVED 30/36 CT,2660,12-May-16,EACH,5,$16.35,CA
,,26-May-16,EACH,2,$6.44,CA
,,31-May-16,EACH,5,$16.90,CA
,,16-May-16,EACH,1,$3.27,CA
,,03-May-16,EACH,2,$6.46,CA
,,10-May-16,EACH,3,$9.81,CA
,,24-May-16,EACH,1,$3.22,CA
CELERY SLEEVED 30/36 CT Total,,,,19,$62.45,
CUCUMBER SELECT 1-1/9 BU,2710,05-May-16,3 #,24,$75.12,FL
,,05-May-16,CS,1,$14.95,FL
,,12-May-16,3 #,11,$34.43,FL
,,12-May-16,CS,1,$14.95,FL
,,19-May-16,3 #,14,$45.64,FL
,,26-May-16,3 #,15,$48.30,FL
,,09-May-16,3 #,5,$15.65,FL
,,31-May-16,CS,1,$15.95,FL
,,02-May-16,3 #,1,$3.13,FL
,,23-May-16,3 #,2,$6.44,FL
,,16-May-16,3 #,2,$6.52,FL
,,16-May-16,CS,1,$17.20,FL
,,03-May-16,3 #,1,$3.13,FL
,,10-May-16,3 #,6,$18.78,FL
,,17-May-16,3 #,1,$3.26,FL
,,24-May-16,3 #,4,$12.88,FL
CUCUMBER SELECT 1-1/9 BU Total,,,,90,$336.33,
EGGS LARGE 15 DZ USA,7910,05-May-16,CS,3,$41.85,FL
,,12-May-16,CS,1,$15.20,FL
,,19-May-16,CS,2,$30.40,FL
,,26-May-16,CS,1,$14.20,FL
,,09-May-16,CS,3,$45.60,FL
,,31-May-16,CS,3,$35.10,FL
,,02-May-16,CS,4,$55.80,FL
,,16-May-16,CS,2,$30.40,FL
,,10-May-16,CS,4,$60.80,FL
,,17-May-16,CS,3,$45.60,FL
,,24-May-16,CS,8,$113.60,FL
,,04-May-16,CS,1,$13.95,FL
EGGS LARGE 15 DZ USA Total,,,,35,$502.50,
EGGS LARGE 30 DZ USA,7920,05-May-16,CS,-1,-$24.95,FL
,,02-May-16,CS,1,$24.95,FL
,,23-May-16,CS,2,$50.90,FL
,,16-May-16,CS,1,$26.45,FL
,,03-May-16,CS,2,$49.90,FL
,,10-May-16,CS,2,$52.90,FL
EGGS LARGE 30 DZ USA Total,,,,7,$180.15,
GRAPEFRUIT RED 36-40 CT,1620,31-May-16,CS,1,$28.95,CA
GRAPEFRUIT RED 36-40 CT Total,,,,1,$28.95,
GRAPES GREEN SEEDLESS,1760,31-May-16,CS,1,$34.45,CHILE
GRAPES GREEN SEEDLESS Total,,,,1,$34.45,
HONEYDEW 5/6 CT,1820,31-May-16,CS,1,$18.20,GUATEMALA
HONEYDEW 5/6 CT Total,,,,1,$18.20,
KALE GREEN 24 CT USA,2140,05-May-16,CS,4,$69.80,SC
,,05-May-16,EA,15,$46.80,SC
,,12-May-16,CS,4,$71.80,SC
,,12-May-16,EA,25,$78.75,SC
,,19-May-16,CS,5,$89.75,SC
,,19-May-16,EA,17,$53.55,SC
,,26-May-16,CS,5,$89.75,SC
,,26-May-16,EA,12,$37.80,SC
,,09-May-16,CS,4,$71.80,SC
,,09-May-16,EA,3,$9.45,SC
,,31-May-16,CS,5,$89.75,SC
,,31-May-16,EA,20,$63.00,SC
,,02-May-16,CS,1,$17.45,SC
,,02-May-16,EA,9,$28.08,SC
,,23-May-16,CS,3,$53.85,SC
,,23-May-16,EA,9,$28.35,SC
,,16-May-16,CS,2,$35.90,SC
,,16-May-16,EA,3,$9.45,SC
,,03-May-16,CS,6,$104.70,SC
,,03-May-16,EA,15,$46.80,SC
,,10-May-16,CS,4,$71.80,SC
,,10-May-16,EA,13,$40.95,SC
,,17-May-16,CS,6,$107.70,SC
,,17-May-16,EA,19,$59.85,SC
,,24-May-16,CS,3,$53.85,SC
,,24-May-16,EA,10,$31.50,SC
KALE GREEN 24 CT USA Total,,,,222,"$1,462.23",
LEMONS 165 CT,1640,05-May-16,DOZ,4,$18.88,CA
,,12-May-16,DOZ,3,$14.82,CA
,,19-May-16,DOZ,1,$4.94,CA
,,26-May-16,DOZ,1,$4.94,CA
,,10-May-16,DOZ,1,$4.94,CA
LEMONS 165 CT Total,,,,10,$48.52,
LETTUCE SWEET SPRING MIX 3/1 LB,2220,05-May-16,CS,1,$11.70,CA
,,12-May-16,CS,1,$12.95,CA
,,09-May-16,CS,4,$51.80,CA
,,31-May-16,CS,2,$22.40,CA
,,02-May-16,CS,1,$11.70,CA
,,16-May-16,CS,1,$12.95,CA
LETTUCE SWEET SPRING MIX 3/1 LB Total,,,,10,$123.50,
ONIONS RED JUMBO 25 LB,4810,09-May-16,5 #,2,$13.76,TX
,,31-May-16,5 #,1,$7.35,TX
,,02-May-16,5 #,1,$6.89,TX
,,17-May-16,5 #,1,$6.88,TX
,,24-May-16,5 #,1,$6.88,TX
ONIONS RED JUMBO 25 LB Total,,,,6,$41.76,
ONIONS YELLOW JUMBO ROUND 50 LB,4850,05-May-16,5 #,6,$26.94,TX
,,12-May-16,5 #,3,$12.81,TX
,,19-May-16,5 #,3,$12.42,TX
,,26-May-16,5 #,4,$19.04,TX
,,09-May-16,5 #,1,$4.27,TX
,,31-May-16,5 #,2,$10.06,TX
,,02-May-16,5 #,2,$8.98,TX
,,23-May-16,5 #,3,$14.28,TX
,,23-May-16,CS,1,$22.60,TX
,,16-May-16,5 #,1,$4.14,TX
,,03-May-16,5 #,3,$13.47,TX
,,10-May-16,5 #,9,$38.43,TX
,,17-May-16,5 #,6,$24.84,TX
,,24-May-16,5 #,9,$42.84,TX
ONIONS YELLOW JUMBO ROUND 50 LB Total,,,,53,$255.12,
PEPPER GREEN LARGE 1-1/9 BU,2820,05-May-16,5 #,7,$48.93,FL
,,05-May-16,CS,1,$18.95,FL
,,12-May-16,5 #,5,$28.70,FL
,,12-May-16,CS,1,$13.95,FL
,,19-May-16,5 #,5,$29.95,FL
,,26-May-16,5 #,2,$13.98,FL
,,26-May-16,CS,1,$18.95,FL
,,09-May-16,5 #,5,$28.70,FL
,,09-May-16,CS,1,$13.95,FL
,,31-May-16,5 #,3,$22.83,FL
,,31-May-16,CS,1,$21.45,FL
,,02-May-16,5 #,4,$27.96,FL
,,23-May-16,5 #,1,$6.99,FL
,,23-May-16,CS,2,$37.90,FL
,,16-May-16,5 #,3,$17.97,FL
,,03-May-16,5 #,2,$13.98,FL
,,10-May-16,5 #,8,$45.92,FL
,,17-May-16,5 #,7,$41.93,FL
,,24-May-16,5 #,7,$48.93,FL
PEPPER GREEN LARGE 1-1/9 BU Total,,,,66,$501.92,
PEPPER RED 1-1/9 BU,2870,05-May-16,2 #,1,$4.95,MEXICO
,,12-May-16,2 #,1,$5.45,HONDURAS
,,26-May-16,2 #,1,$5.65,CA
,,02-May-16,2 #,2,$9.90,MEXICO
PEPPER RED 1-1/9 BU Total,,,,5,$25.95,
PINEAPPLE GOLDEN 6/7 CT COSTA RICA,1960,05-May-16,CS,1,$19.20,COSTA RICA
PINEAPPLE GOLDEN 6/7 CT COSTA RICA Total,,,,1,$19.20,
POTATOES IDAHO 080 CT,4308,31-May-16,CS,1,$22.20,ID
POTATOES IDAHO 080 CT Total,,,,1,$22.20,
RADISH RED 14/1 LB,3007,10-May-16,EA,1,$3.24,FL
RADISH RED 14/1 LB Total,,,,1,$3.24,
SALAD SEPARATE W/COLOR 4/5 LB,6340,05-May-16,EA,1,$6.24,CA
,,31-May-16,CS,2,$39.90,CA
SALAD SEPARATE W/COLOR 4/5 LB Total,,,,3,$46.14,
TOMATOES 6X6 25 LB,5880,31-May-16,CS,1,$35.95,FL
TOMATOES 6X6 25 LB Total,,,,1,$35.95,
TOMATOES GRAPE 12/1 PINT,5840,31-May-16,CS,1,$14.95,FL
TOMATOES GRAPE 12/1 PINT Total,,,,1,$14.95,
WATERMELON SEEDLESS 45 CT BIN,1842,31-May-16,EACH,5,$36.00,FL
WATERMELON SEEDLESS 45 CT BIN Total,,,,5,$36.00,
SQUASH YELLOW MEDIUM,4160,31-May-16,5 #,2,$11.28,FL
SQUASH YELLOW MEDIUM Total,,,,2,$11.28,
KIWI TRAY 27/36,1780,05-May-16,CS,1,$16.20,ITALY
,,12-May-16,CS,2,$33.40,ITALY
,,26-May-16,CS,3,$50.10,ITALY
,,31-May-16,CS,2,$24.90,ITALY
KIWI TRAY 27/36 Total,,,,8,$124.60,
APPLES GRANNY SMITH WF 125/138 CT,1215,12-May-16,CS,9,$282.87,WA
,,19-May-16,CS,20,$629.00,WA
,,26-May-16,CS,15,$471.75,WA
,,31-May-16,CS,21,$710.85,WA
,,23-May-16,CS,7,$220.15,WA
,,16-May-16,CS,10,$314.50,WA
,,10-May-16,CS,2,$62.86,WA
,,17-May-16,CS,28,$880.60,WA
,,24-May-16,CS,22,$691.90,WA
,,27-May-16,CS,3,$94.35,WA
APPLES GRANNY SMITH WF 125/138 CT Total,,,,137,"$4,358.83",
APPLES RED WF 125-138 SCH,1372S,12-May-16,CS,18,$633.60,WA
,,19-May-16,CS,28,$824.60,WA
,,26-May-16,CS,30,$883.50,WA
,,31-May-16,CS,47,"$1,461.70",WA
,,23-May-16,CS,24,$706.80,WA
,,16-May-16,CS,20,$589.00,WA
,,17-May-16,CS,31,$912.95,WA
,,24-May-16,CS,25,$736.25,WA
,,27-May-16,CS,4,$117.80,WA
APPLES RED WF 125-138 SCH Total,,,,227,"$6,866.20",
